session_date,operative_id,zone,hours_worked,lines_picked,units_picked,mispicks
2026-05-11,OP-043,Bulk,3.02,117,386,0
2026-05-11,OP-044,Ambient Pick,6.96,457,999,1
2026-05-11,OP-045,Bulk,7.36,221,639,1
2026-05-11,OP-046,Ambient Pick,6.86,575,1293,3
2026-05-11,OP-047,Ambient Pick,5.0,376,837,5
2026-05-11,OP-047,Chilled Pick,2.54,174,401,2
2026-05-11,OP-048,Returns,7.54,243,436,2
2026-05-12,OP-001,Bulk,6.82,278,609,2
2026-05-12,OP-002,Ambient Pick,7.31,590,1044,1
2026-05-12,OP-003,Chilled Pick,2.38,159,479,2
2026-05-12,OP-003,Ambient Pick,5.42,391,1188,0
2026-05-12,OP-004,Ambient Pick,0.71,56,112,0
2026-05-12,OP-004,Bulk,7.26,338,802,0
2026-05-12,OP-005,Ambient Pick,7.06,553,1617,3
2026-05-12,OP-006,Ambient Pick,8.11,454,1258,7
2026-05-12,OP-007,Returns,7.25,284,641,0
2026-05-12,OP-008,Ambient Pick,7.29,531,1311,0
2026-05-12,OP-009,Bulk,4.05,158,355,0
2026-05-12,OP-009,Chilled Pick,2.9,139,468,0
2026-05-12,OP-010,Chilled Pick,2.21,135,346,2
2026-05-12,OP-010,Ambient Pick,5.23,441,711,0
2026-05-12,OP-011,Ambient Pick,5.74,458,1541,3
2026-05-12,OP-011,Bulk,2.37,107,181,0
2026-05-12,OP-012,Chilled Pick,7.35,554,1059,2
2026-05-12,OP-013,Ambient Pick,3.81,265,837,1
2026-05-12,OP-013,Chilled Pick,3.91,243,393,1
2026-05-12,OP-015,Ambient Pick,6.32,363,1103,3
2026-05-12,OP-016,Ambient Pick,7.92,425,714,3
2026-05-12,OP-019,Chilled Pick,7.13,441,1075,1
2026-05-12,OP-021,Chilled Pick,1.7,118,386,0
2026-05-12,OP-021,Ambient Pick,5.97,469,996,1
2026-05-12,OP-022,Ambient Pick,8.0,526,1321,4
2026-05-12,OP-023,Ambient Pick,7.19,573,1013,3
2026-05-12,OP-024,Ambient Pick,7.35,502,1149,1
2026-05-12,OP-025,Ambient Pick,6.99,582,1129,1
2026-05-12,OP-026,Chilled Pick,8.49,578,1828,3
2026-05-12,OP-027,Ambient Pick,7.66,598,1203,1
2026-05-12,OP-028,Bulk,7.74,323,891,2
2026-05-12,OP-029,Chilled Pick,7.53,413,1064,7
2026-05-12,OP-030,Ambient Pick,1.81,134,384,0
2026-05-12,OP-030,Bulk,6.42,291,802,0
2026-05-12,OP-034,Chilled Pick,7.41,485,1301,0
2026-05-12,OP-035,Bulk,8.01,298,523,1
2026-05-12,OP-037,Ambient Pick,7.42,661,1809,3
2026-05-12,OP-038,Chilled Pick,7.79,461,978,7
2026-05-12,OP-039,Chilled Pick,6.66,323,1068,2
2026-05-12,OP-040,Chilled Pick,7.44,531,859,2
2026-05-12,OP-041,Ambient Pick,3.92,222,424,2
2026-05-12,OP-041,Bulk,3.98,142,312,0
2026-05-12,OP-042,Chilled Pick,7.3,435,1222,4
2026-05-12,OP-043,Ambient Pick,6.83,393,1102,7
2026-05-12,OP-044,Chilled Pick,7.25,298,493,1
2026-05-12,OP-045,Returns,7.84,175,518,3
2026-05-12,OP-046,Chilled Pick,5.75,287,933,3
2026-05-12,OP-046,Bulk,2.04,66,219,0
2026-05-12,OP-047,Chilled Pick,5.54,336,1108,4
2026-05-12,OP-047,Bulk,2.31,95,178,0
2026-05-12,OP-048,Bulk,7.09,286,889,0
2026-05-13,OP-001,Bulk,1.41,53,174,0
2026-05-13,OP-001,Ambient Pick,6.5,503,1376,3
2026-05-13,OP-002,Chilled Pick,1.23,78,254,0
2026-05-13,OP-002,Bulk,6.41,312,1019,0
2026-05-13,OP-003,Ambient Pick,1.87,134,439,0
2026-05-13,OP-003,Bulk,5.34,235,619,1
2026-05-13,OP-005,Bulk,6.73,275,906,2
2026-05-13,OP-005,Returns,1.71,64,178,0
2026-05-13,OP-006,Returns,7.08,188,501,2
2026-05-13,OP-008,Chilled Pick,5.0,312,618,3
2026-05-13,OP-008,Ambient Pick,2.92,182,302,1
2026-05-13,OP-009,Chilled Pick,8.14,425,1003,1
2026-05-13,OP-012,Ambient Pick,6.91,580,1268,4
2026-05-13,OP-013,Ambient Pick,7.72,614,1169,5
2026-05-13,OP-014,Chilled Pick,7.61,498,1126,3
2026-05-13,OP-015,Bulk,8.13,274,726,1
2026-05-13,OP-016,Ambient Pick,7.61,420,833,3
2026-05-13,OP-018,Chilled Pick,2.52,174,582,0
2026-05-13,OP-018,Ambient Pick,4.73,425,768,0
2026-05-13,OP-019,Ambient Pick,7.68,554,1656,3
2026-05-13,OP-020,Ambient Pick,7.72,597,1170,0
2026-05-13,OP-021,Bulk,7.38,348,1075,2
2026-05-13,OP-022,Ambient Pick,7.57,495,1575,1
2026-05-13,OP-023,Ambient Pick,8.13,656,1600,2
2026-05-13,OP-024,Bulk,7.2,275,910,1
2026-05-13,OP-025,Bulk,6.73,300,915,1
2026-05-13,OP-026,Chilled Pick,7.62,563,1506,1
2026-05-13,OP-027,Bulk,7.92,362,947,1
2026-05-13,OP-028,Chilled Pick,7.82,474,1245,2
2026-05-13,OP-029,Chilled Pick,7.76,447,1011,4
2026-05-13,OP-030,Ambient Pick,8.13,639,1952,5
2026-05-13,OP-031,Chilled Pick,7.85,506,1588,3
2026-05-13,OP-032,Chilled Pick,7.72,603,1944,3
2026-05-13,OP-033,Ambient Pick,8.28,732,1326,4
2026-05-13,OP-034,Bulk,7.52,313,563,0
2026-05-13,OP-035,Ambient Pick,7.83,591,1786,6
2026-05-13,OP-036,Bulk,7.4,420,1149,2
2026-05-13,OP-038,Ambient Pick,6.76,410,1115,5
2026-05-13,OP-039,Bulk,7.34,204,464,2
2026-05-13,OP-040,Bulk,3.11,165,413,0
2026-05-13,OP-040,Chilled Pick,3.87,291,511,1
2026-05-13,OP-041,Bulk,7.39,263,548,0
2026-05-13,OP-044,Chilled Pick,7.27,305,631,1
2026-05-13,OP-046,Bulk,0.98,40,124,0
2026-05-13,OP-046,Chilled Pick,6.4,332,1056,0
2026-05-13,OP-047,Chilled Pick,8.97,503,1079,7
2026-05-13,OP-048,Ambient Pick,6.59,420,1124,3
2026-05-14,OP-001,Chilled Pick,7.23,480,884,2
2026-05-14,OP-002,Bulk,7.78,368,783,1
2026-05-14,OP-003,Chilled Pick,8.22,462,1351,1
2026-05-14,OP-004,Ambient Pick,7.51,586,1985,0
2026-05-14,OP-004,Bulk,0.89,37,90,0
2026-05-14,OP-006,Ambient Pick,7.32,422,1432,2
2026-05-14,OP-007,Chilled Pick,4.1,280,698,2
2026-05-14,OP-007,Bulk,3.34,170,462,1
2026-05-14,OP-008,Ambient Pick,4.76,391,862,1
2026-05-14,OP-008,Bulk,3.16,129,351,0
2026-05-14,OP-009,Chilled Pick,7.25,393,1148,3
2026-05-14,OP-011,Bulk,7.69,331,538,1
2026-05-14,OP-013,Chilled Pick,7.83,482,1261,2
2026-05-14,OP-014,Ambient Pick,6.02,404,1046,2
2026-05-14,OP-014,Chilled Pick,1.71,87,231,0
2026-05-14,OP-015,Returns,7.48,181,613,0
2026-05-14,OP-016,Bulk,6.49,222,696,1
2026-05-14,OP-017,Ambient Pick,7.12,541,1279,2
2026-05-14,OP-018,Ambient Pick,3.86,322,1040,0
2026-05-14,OP-018,Bulk,3.44,176,364,0
2026-05-14,OP-019,Chilled Pick,6.8,390,971,0
2026-05-14,OP-020,Chilled Pick,7.06,426,932,1
2026-05-14,OP-021,Bulk,7.3,358,912,0
2026-05-14,OP-022,Ambient Pick,7.46,435,1020,1
2026-05-14,OP-024,Ambient Pick,7.58,533,1474,2
2026-05-14,OP-025,Ambient Pick,7.11,530,1611,1
2026-05-14,OP-026,Ambient Pick,6.44,549,1465,2
2026-05-14,OP-027,Chilled Pick,7.76,437,885,1
2026-05-14,OP-028,Ambient Pick,7.29,559,1305,2
2026-05-14,OP-030,Ambient Pick,7.84,663,1679,2
2026-05-14,OP-032,Chilled Pick,7.03,602,1774,5
2026-05-14,OP-033,Bulk,6.65,313,579,0
2026-05-14,OP-034,Chilled Pick,7.22,457,1161,1
2026-05-14,OP-035,Chilled Pick,8.37,550,1262,4
2026-05-14,OP-036,Chilled Pick,9.29,682,1298,6
2026-05-14,OP-038,Chilled Pick,1.12,55,159,0
2026-05-14,OP-038,Bulk,7.18,219,470,0
2026-05-14,OP-039,Returns,7.59,187,621,6
2026-05-14,OP-040,Chilled Pick,4.86,403,1174,3
2026-05-14,OP-040,Ambient Pick,3.95,379,900,3
2026-05-14,OP-041,Ambient Pick,1.4,82,180,0
2026-05-14,OP-041,Bulk,7.14,215,476,0
2026-05-14,OP-042,Bulk,7.76,321,531,2
2026-05-14,OP-043,Chilled Pick,6.54,304,922,4
2026-05-14,OP-043,Ambient Pick,0.97,63,201,0
2026-05-14,OP-045,Bulk,7.58,177,351,2
2026-05-14,OP-046,Returns,7.55,223,419,2
2026-05-14,OP-047,Chilled Pick,8.13,491,1267,3
2026-05-14,OP-048,Bulk,8.07,315,842,3
2026-05-15,OP-001,Ambient Pick,7.35,558,1521,4
2026-05-15,OP-002,Chilled Pick,7.23,474,1042,2
2026-05-15,OP-003,Ambient Pick,8.29,613,1343,3
2026-05-15,OP-004,Returns,4.88,163,330,0
2026-05-15,OP-004,Ambient Pick,2.28,164,297,1
2026-05-15,OP-006,Ambient Pick,7.72,415,919,4
2026-05-15,OP-007,Bulk,6.65,356,883,0
2026-05-15,OP-008,Chilled Pick,5.56,348,946,3
2026-05-15,OP-008,Ambient Pick,2.35,197,552,1
2026-05-15,OP-009,Ambient Pick,7.29,493,1033,4
2026-05-15,OP-010,Ambient Pick,7.53,597,1820,5
2026-05-15,OP-011,Bulk,7.2,291,809,2
2026-05-15,OP-014,Returns,7.6,236,761,0
2026-05-15,OP-015,Returns,7.3,169,406,0
2026-05-15,OP-016,Ambient Pick,7.52,492,1164,3
2026-05-15,OP-017,Ambient Pick,4.41,388,1117,2
2026-05-15,OP-017,Bulk,3.15,131,278,0
2026-05-15,OP-018,Bulk,7.96,375,837,2
2026-05-15,OP-019,Chilled Pick,7.07,385,822,2
2026-05-15,OP-020,Bulk,7.67,374,1106,1
2026-05-15,OP-021,Ambient Pick,7.16,625,1811,2
2026-05-15,OP-023,Ambient Pick,7.71,547,1298,0
2026-05-15,OP-024,Bulk,8.0,294,995,1
2026-05-15,OP-025,Chilled Pick,4.94,304,573,4
2026-05-15,OP-025,Bulk,2.96,124,227,1
2026-05-15,OP-026,Returns,4.48,148,470,1
2026-05-15,OP-026,Bulk,3.42,157,309,0
2026-05-15,OP-027,Ambient Pick,7.61,532,1340,1
2026-05-15,OP-028,Chilled Pick,7.36,434,1296,1
2026-05-15,OP-030,Ambient Pick,7.68,613,1782,4
2026-05-15,OP-032,Chilled Pick,8.35,655,1974,4
2026-05-15,OP-033,Ambient Pick,7.34,655,1177,1
2026-05-15,OP-033,Chilled Pick,0.98,71,212,0
2026-05-15,OP-034,Ambient Pick,6.19,437,1288,3
2026-05-15,OP-034,Bulk,1.07,44,70,0
2026-05-15,OP-035,Bulk,4.81,199,607,1
2026-05-15,OP-035,Ambient Pick,2.04,155,283,0
2026-05-15,OP-036,Ambient Pick,7.2,690,1531,3
2026-05-15,OP-037,Ambient Pick,7.27,568,1336,3
2026-05-15,OP-038,Ambient Pick,7.95,512,1663,9
2026-05-15,OP-039,Chilled Pick,7.24,348,1041,6
2026-05-15,OP-040,Ambient Pick,8.22,791,1471,10
2026-05-15,OP-042,Chilled Pick,6.38,381,1127,3
2026-05-15,OP-042,Ambient Pick,1.11,90,260,1
2026-05-15,OP-043,Ambient Pick,5.07,287,974,2
2026-05-15,OP-043,Chilled Pick,2.34,113,272,4
2026-05-15,OP-044,Chilled Pick,8.51,358,1010,3
2026-05-15,OP-045,Ambient Pick,7.42,369,1137,9
2026-05-15,OP-046,Bulk,7.13,270,590,2
2026-05-15,OP-047,Ambient Pick,7.25,512,1721,3
2026-05-15,OP-048,Bulk,7.12,331,979,3
2026-05-16,OP-002,Chilled Pick,8.26,510,1066,0
2026-05-16,OP-003,Ambient Pick,7.35,610,1651,5
2026-05-16,OP-004,Chilled Pick,2.81,177,342,1
2026-05-16,OP-004,Bulk,5.59,240,496,1
2026-05-16,OP-005,Returns,7.77,286,792,3
2026-05-16,OP-007,Ambient Pick,6.27,611,1194,2
2026-05-16,OP-007,Bulk,1.77,95,273,0
2026-05-16,OP-010,Ambient Pick,6.17,440,1453,2
2026-05-16,OP-010,Chilled Pick,1.61,89,179,0
2026-05-16,OP-011,Bulk,6.97,331,700,1
2026-05-16,OP-012,Chilled Pick,8.27,611,1807,2
2026-05-16,OP-013,Returns,6.96,224,647,0
2026-05-16,OP-014,Bulk,4.96,218,393,2
2026-05-16,OP-014,Returns,2.69,87,170,1
2026-05-16,OP-015,Ambient Pick,4.97,305,804,1
2026-05-16,OP-015,Bulk,2.46,76,207,0
2026-05-16,OP-016,Ambient Pick,7.26,424,1304,2
2026-05-16,OP-017,Chilled Pick,6.7,450,1245,1
2026-05-16,OP-018,Ambient Pick,6.26,408,669,0
2026-05-16,OP-018,Returns,0.86,33,108,0
2026-05-16,OP-019,Ambient Pick,5.36,429,1365,0
2026-05-16,OP-019,Chilled Pick,2.24,110,334,0
2026-05-16,OP-020,Bulk,8.47,347,904,4
2026-05-16,OP-021,Chilled Pick,5.26,352,754,3
2026-05-16,OP-021,Ambient Pick,1.98,170,274,0
2026-05-16,OP-023,Bulk,7.56,331,1042,0
2026-05-16,OP-025,Bulk,2.62,115,308,0
2026-05-16,OP-025,Ambient Pick,4.59,387,742,2
2026-05-16,OP-026,Ambient Pick,3.32,304,823,0
2026-05-16,OP-026,Chilled Pick,3.92,269,654,0
2026-05-16,OP-027,Bulk,6.37,248,574,0
2026-05-16,OP-028,Bulk,4.03,169,309,1
2026-05-16,OP-028,Ambient Pick,4.33,310,903,2
2026-05-16,OP-030,Ambient Pick,8.44,649,1067,4
2026-05-16,OP-031,Chilled Pick,8.36,476,1053,4
2026-05-16,OP-032,Ambient Pick,8.13,827,1598,3
2026-05-16,OP-033,Ambient Pick,7.06,605,1307,1
2026-05-16,OP-034,Ambient Pick,6.42,460,832,1
2026-05-16,OP-034,Chilled Pick,0.89,52,133,1
2026-05-16,OP-035,Chilled Pick,7.45,400,1311,3
2026-05-16,OP-036,Ambient Pick,8.63,767,2211,3
2026-05-16,OP-037,Ambient Pick,3.64,233,717,0
2026-05-16,OP-037,Bulk,3.56,159,486,0
2026-05-16,OP-038,Ambient Pick,7.55,493,1053,9
2026-05-16,OP-039,Ambient Pick,1.98,114,198,1
2026-05-16,OP-039,Chilled Pick,5.77,229,567,7
2026-05-16,OP-040,Ambient Pick,7.92,757,1735,8
2026-05-16,OP-041,Ambient Pick,7.89,574,1404,2
2026-05-16,OP-042,Ambient Pick,7.63,625,1805,7
2026-05-16,OP-043,Ambient Pick,6.97,418,1052,1
2026-05-16,OP-044,Ambient Pick,7.22,365,792,0
2026-05-16,OP-045,Ambient Pick,7.8,358,1148,1
2026-05-16,OP-046,Bulk,7.12,300,862,1
2026-05-16,OP-047,Chilled Pick,5.73,366,1085,6
2026-05-16,OP-047,Bulk,1.85,73,171,0
2026-05-16,OP-048,Ambient Pick,8.17,477,839,3
2026-05-18,OP-001,Ambient Pick,7.39,669,1697,8
2026-05-18,OP-002,Chilled Pick,6.9,558,1167,2
2026-05-18,OP-003,Chilled Pick,7.39,497,1657,2
2026-05-18,OP-004,Ambient Pick,7.6,649,1257,1
2026-05-18,OP-005,Bulk,4.38,222,626,1
2026-05-18,OP-005,Chilled Pick,3.75,295,774,0
2026-05-18,OP-006,Ambient Pick,6.93,490,1286,4
2026-05-18,OP-008,Ambient Pick,6.85,630,2000,2
2026-05-18,OP-009,Bulk,7.61,377,925,1
2026-05-18,OP-010,Ambient Pick,7.73,717,1258,3
2026-05-18,OP-011,Ambient Pick,8.12,892,2585,10
2026-05-18,OP-012,Chilled Pick,7.58,588,1056,5
2026-05-18,OP-013,Ambient Pick,8.2,801,2549,3
2026-05-18,OP-014,Ambient Pick,4.58,412,733,2
2026-05-18,OP-014,Chilled Pick,2.48,168,523,0
2026-05-18,OP-015,Ambient Pick,7.88,487,1503,5
2026-05-18,OP-016,Ambient Pick,7.27,489,842,3
2026-05-18,OP-017,Ambient Pick,6.45,675,1670,2
2026-05-18,OP-018,Bulk,8.02,422,777,0
2026-05-18,OP-019,Chilled Pick,7.83,542,1629,6
2026-05-18,OP-020,Chilled Pick,6.58,379,900,0
2026-05-18,OP-022,Ambient Pick,8.73,630,1852,3
2026-05-18,OP-023,Bulk,6.62,361,681,2
2026-05-18,OP-024,Ambient Pick,7.87,549,1260,1
2026-05-18,OP-025,Ambient Pick,1.67,179,580,1
2026-05-18,OP-025,Chilled Pick,6.3,463,1430,7
2026-05-18,OP-026,Returns,7.49,366,1208,1
2026-05-18,OP-027,Ambient Pick,1.88,141,372,1
2026-05-18,OP-027,Chilled Pick,4.73,281,525,0
2026-05-18,OP-028,Bulk,8.07,393,799,1
2026-05-18,OP-029,Ambient Pick,6.63,585,1400,2
2026-05-18,OP-030,Bulk,8.26,470,1400,0
2026-05-18,OP-031,Bulk,7.66,403,946,2
2026-05-18,OP-032,Chilled Pick,7.83,746,1727,2
2026-05-18,OP-033,Ambient Pick,0.98,97,212,1
2026-05-18,OP-033,Chilled Pick,6.12,486,1500,5
2026-05-18,OP-035,Bulk,8.02,383,1111,1
2026-05-18,OP-036,Ambient Pick,8.14,898,2255,9
2026-05-18,OP-037,Chilled Pick,7.21,527,1408,5
2026-05-18,OP-038,Chilled Pick,5.82,349,693,6
2026-05-18,OP-038,Returns,1.62,50,80,1
2026-05-18,OP-040,Bulk,7.42,438,1304,6
2026-05-18,OP-041,Ambient Pick,7.09,510,1018,0
2026-05-18,OP-042,Returns,7.76,320,657,6
2026-05-18,OP-043,Ambient Pick,7.67,514,1172,3
2026-05-18,OP-044,Ambient Pick,7.55,475,1472,4
2026-05-18,OP-045,Returns,7.32,186,359,4
2026-05-18,OP-046,Returns,7.73,299,812,3
2026-05-18,OP-047,Bulk,8.28,426,1113,4
2026-05-18,OP-048,Bulk,6.61,367,1083,2
2026-05-18,OP-048,Ambient Pick,2.0,170,373,2
2026-05-19,OP-001,Bulk,3.85,176,562,0
2026-05-19,OP-001,Ambient Pick,4.05,298,515,1
2026-05-19,OP-002,Ambient Pick,0.96,78,218,0
2026-05-19,OP-002,Chilled Pick,6.68,450,1296,3
2026-05-19,OP-003,Bulk,5.59,246,494,0
2026-05-19,OP-003,Returns,2.95,107,360,0
2026-05-19,OP-004,Bulk,7.19,314,978,2
2026-05-19,OP-005,Ambient Pick,7.23,591,1829,5
2026-05-19,OP-006,Ambient Pick,8.18,505,1151,3
2026-05-19,OP-007,Chilled Pick,7.33,491,1266,2
2026-05-19,OP-008,Ambient Pick,7.55,594,1253,1
2026-05-19,OP-009,Ambient Pick,7.87,464,954,1
2026-05-19,OP-010,Returns,4.95,177,498,1
2026-05-19,OP-010,Bulk,3.65,182,344,0
2026-05-19,OP-011,Chilled Pick,7.84,500,1087,2
2026-05-19,OP-012,Chilled Pick,4.09,266,667,0
2026-05-19,OP-012,Ambient Pick,4.01,371,615,2
2026-05-19,OP-013,Bulk,7.42,349,1110,0
2026-05-19,OP-014,Bulk,7.84,317,825,2
2026-05-19,OP-015,Ambient Pick,4.3,212,372,1
2026-05-19,OP-015,Bulk,3.84,109,291,0
2026-05-19,OP-017,Chilled Pick,7.67,477,1398,5
2026-05-19,OP-018,Ambient Pick,7.27,645,1844,0
2026-05-19,OP-019,Ambient Pick,5.52,447,958,1
2026-05-19,OP-019,Chilled Pick,1.45,80,232,2
2026-05-19,OP-020,Ambient Pick,6.59,477,1285,0
2026-05-19,OP-020,Bulk,0.94,34,103,1
2026-05-19,OP-021,Bulk,7.88,420,774,0
2026-05-19,OP-022,Ambient Pick,7.95,450,1496,4
2026-05-19,OP-023,Ambient Pick,6.5,518,936,0
2026-05-19,OP-024,Ambient Pick,8.34,543,961,3
2026-05-19,OP-026,Ambient Pick,3.57,313,600,1
2026-05-19,OP-026,Chilled Pick,3.63,235,641,0
2026-05-19,OP-027,Returns,7.68,253,860,2
2026-05-19,OP-028,Chilled Pick,6.8,448,1247,5
2026-05-19,OP-029,Ambient Pick,7.58,561,1501,1
2026-05-19,OP-030,Ambient Pick,0.61,48,144,0
2026-05-19,OP-030,Chilled Pick,7.76,548,1581,3
2026-05-19,OP-031,Ambient Pick,8.01,599,1387,4
2026-05-19,OP-032,Chilled Pick,8.25,569,1677,2
2026-05-19,OP-033,Chilled Pick,7.85,507,1188,0
2026-05-19,OP-035,Ambient Pick,9.11,712,2048,3
2026-05-19,OP-036,Ambient Pick,7.06,653,2136,2
2026-05-19,OP-037,Ambient Pick,7.63,599,1657,5
2026-05-19,OP-038,Ambient Pick,4.8,310,980,3
2026-05-19,OP-038,Chilled Pick,1.73,92,218,0
2026-05-19,OP-039,Ambient Pick,8.33,485,849,7
2026-05-19,OP-040,Ambient Pick,8.48,771,1730,8
2026-05-19,OP-041,Chilled Pick,7.83,376,779,3
2026-05-19,OP-042,Ambient Pick,6.6,572,1445,7
2026-05-19,OP-043,Ambient Pick,8.26,546,1075,3
2026-05-19,OP-044,Ambient Pick,7.58,414,1055,1
2026-05-19,OP-046,Ambient Pick,8.57,605,1083,5
2026-05-19,OP-047,Bulk,6.51,321,913,4
2026-05-19,OP-048,Ambient Pick,7.12,508,1056,1
2026-05-20,OP-001,Chilled Pick,7.15,469,1304,2
2026-05-20,OP-002,Ambient Pick,7.91,616,1640,0
2026-05-20,OP-003,Chilled Pick,7.95,499,907,2
2026-05-20,OP-004,Chilled Pick,7.63,422,1369,1
2026-05-20,OP-005,Chilled Pick,8.11,521,935,4
2026-05-20,OP-006,Returns,7.38,207,651,2
2026-05-20,OP-007,Ambient Pick,6.8,530,1095,3
2026-05-20,OP-008,Ambient Pick,5.46,347,1029,1
2026-05-20,OP-008,Chilled Pick,1.46,88,141,0
2026-05-20,OP-009,Chilled Pick,7.71,413,1102,0
2026-05-20,OP-011,Ambient Pick,8.09,526,1320,3
2026-05-20,OP-012,Bulk,8.54,419,861,1
2026-05-20,OP-013,Ambient Pick,6.83,575,1021,4
2026-05-20,OP-014,Chilled Pick,7.06,420,1144,1
2026-05-20,OP-015,Chilled Pick,5.65,246,580,0
2026-05-20,OP-015,Bulk,1.89,58,143,0
2026-05-20,OP-017,Ambient Pick,2.69,228,490,2
2026-05-20,OP-017,Chilled Pick,4.83,293,822,1
2026-05-20,OP-018,Chilled Pick,4.9,329,792,2
2026-05-20,OP-018,Ambient Pick,2.72,237,644,1
2026-05-20,OP-019,Bulk,1.73,76,133,0
2026-05-20,OP-019,Chilled Pick,5.38,311,928,0
2026-05-20,OP-020,Returns,8.23,285,774,2
2026-05-20,OP-021,Bulk,3.13,141,228,2
2026-05-20,OP-021,Ambient Pick,4.42,346,1013,0
2026-05-20,OP-022,Ambient Pick,7.38,502,982,1
2026-05-20,OP-024,Chilled Pick,7.78,404,771,3
2026-05-20,OP-025,Chilled Pick,7.17,406,847,3
2026-05-20,OP-027,Ambient Pick,7.74,588,1280,1
2026-05-20,OP-028,Bulk,6.92,282,487,1
2026-05-20,OP-029,Chilled Pick,8.23,417,1402,5
2026-05-20,OP-030,Returns,5.03,204,430,2
2026-05-20,OP-030,Ambient Pick,2.51,184,544,0
2026-05-20,OP-031,Ambient Pick,2.45,176,282,0
2026-05-20,OP-031,Bulk,4.71,176,591,0
2026-05-20,OP-033,Ambient Pick,6.46,558,1252,4
2026-05-20,OP-034,Returns,6.77,248,798,3
2026-05-20,OP-035,Bulk,8.05,316,537,3
2026-05-20,OP-036,Ambient Pick,7.68,753,2269,5
2026-05-20,OP-037,Returns,1.54,54,178,0
2026-05-20,OP-037,Ambient Pick,6.47,541,983,2
2026-05-20,OP-038,Bulk,7.61,248,571,2
2026-05-20,OP-039,Ambient Pick,7.01,388,759,8
2026-05-20,OP-040,Ambient Pick,7.51,661,1370,5
2026-05-20,OP-041,Ambient Pick,6.96,389,697,1
2026-05-20,OP-043,Ambient Pick,7.45,452,812,1
2026-05-20,OP-044,Returns,3.33,81,144,0
2026-05-20,OP-044,Ambient Pick,3.69,191,501,0
2026-05-20,OP-045,Ambient Pick,8.58,412,879,6
2026-05-20,OP-046,Bulk,8.27,297,947,3
2026-05-20,OP-047,Chilled Pick,6.72,370,597,3
2026-05-20,OP-047,Ambient Pick,0.55,42,124,2
2026-05-20,OP-048,Ambient Pick,8.14,534,880,8
2026-05-21,OP-001,Bulk,7.8,334,585,2
2026-05-21,OP-002,Ambient Pick,7.97,627,1385,2
2026-05-21,OP-003,Bulk,8.31,404,1329,1
2026-05-21,OP-005,Returns,1.58,54,102,0
2026-05-21,OP-005,Bulk,5.99,298,538,2
2026-05-21,OP-006,Ambient Pick,7.65,495,1065,3
2026-05-21,OP-007,Ambient Pick,7.89,640,2051,0
2026-05-21,OP-008,Bulk,5.88,249,405,0
2026-05-21,OP-008,Ambient Pick,2.04,145,350,0
2026-05-21,OP-009,Ambient Pick,7.7,478,976,0
2026-05-21,OP-010,Bulk,8.3,343,835,2
2026-05-21,OP-011,Ambient Pick,7.46,652,1613,1
2026-05-21,OP-012,Ambient Pick,7.65,706,2254,4
2026-05-21,OP-013,Ambient Pick,7.16,550,897,2
2026-05-21,OP-014,Ambient Pick,7.79,560,1258,1
2026-05-21,OP-015,Ambient Pick,7.18,383,692,1
2026-05-21,OP-016,Chilled Pick,6.9,363,753,1
2026-05-21,OP-017,Ambient Pick,6.7,534,906,2
2026-05-21,OP-019,Chilled Pick,6.98,407,1367,3
2026-05-21,OP-020,Ambient Pick,4.6,367,715,3
2026-05-21,OP-020,Bulk,2.23,98,264,1
2026-05-21,OP-021,Chilled Pick,7.37,537,1151,1
2026-05-21,OP-022,Chilled Pick,8.08,405,1358,1
2026-05-21,OP-023,Ambient Pick,8.67,708,1365,2
2026-05-21,OP-024,Returns,8.23,247,823,3
2026-05-21,OP-025,Ambient Pick,6.19,542,903,1
2026-05-21,OP-025,Bulk,1.23,57,131,0
2026-05-21,OP-026,Bulk,7.01,312,566,1
2026-05-21,OP-027,Ambient Pick,6.3,454,1024,2
2026-05-21,OP-028,Bulk,1.77,78,203,0
2026-05-21,OP-028,Chilled Pick,5.68,324,844,1
2026-05-21,OP-029,Bulk,8.12,350,1058,0
2026-05-21,OP-030,Bulk,8.23,409,730,2
2026-05-21,OP-031,Bulk,7.95,359,644,0
2026-05-21,OP-032,Bulk,8.5,405,1037,4
2026-05-21,OP-033,Bulk,5.77,264,823,0
2026-05-21,OP-033,Ambient Pick,1.31,120,248,0
2026-05-21,OP-034,Ambient Pick,7.69,564,1125,3
2026-05-21,OP-035,Ambient Pick,7.65,586,1497,1
2026-05-21,OP-036,Chilled Pick,7.74,561,1801,2
2026-05-21,OP-037,Bulk,8.18,389,707,1
2026-05-21,OP-038,Ambient Pick,7.53,513,1560,2
2026-05-21,OP-039,Chilled Pick,4.6,206,690,2
2026-05-21,OP-039,Returns,2.4,66,174,0
2026-05-21,OP-040,Bulk,7.55,451,1323,2
2026-05-21,OP-042,Ambient Pick,7.97,600,1178,6
2026-05-21,OP-043,Ambient Pick,7.63,445,1298,3
2026-05-21,OP-044,Bulk,7.11,227,745,0
2026-05-21,OP-044,Chilled Pick,1.16,53,143,0
2026-05-21,OP-045,Ambient Pick,8.97,466,859,7
2026-05-21,OP-046,Ambient Pick,6.78,461,1534,6
2026-05-21,OP-047,Ambient Pick,8.05,623,1419,5
2026-05-21,OP-048,Bulk,6.16,251,591,3
2026-05-22,OP-001,Ambient Pick,7.57,590,1495,1
