po_id,supplier_id,order_date,expected_delivery_date,actual_delivery_date,expected_qty,received_qty,status
PO-002195,SUP-008,2026-01-30,2026-02-03,2026-02-03,252,252,Closed
PO-002197,SUP-008,2026-01-30,2026-02-03,2026-02-03,577,577,Closed
PO-002865,SUP-014,2026-01-30,2026-02-06,2026-02-07,690,690,Closed
PO-004240,SUP-036,2026-01-30,2026-02-01,2026-02-01,229,229,Closed
PO-001644,SUP-006,2026-01-30,2026-02-06,2026-02-06,316,316,Closed
PO-003294,SUP-018,2026-01-30,2026-02-03,2026-02-06,136,136,Closed
PO-003298,SUP-018,2026-01-30,2026-02-03,2026-02-02,341,341,Closed
PO-001113,SUP-004,2026-01-30,2026-02-08,2026-02-08,130,130,Closed
PO-003810,SUP-023,2026-01-31,2026-02-06,2026-02-06,178,178,Closed
PO-001115,SUP-004,2026-01-31,2026-02-09,2026-02-09,306,306,Closed
PO-000634,SUP-002,2026-01-31,2026-02-04,2026-02-03,55,55,Closed
PO-002976,SUP-015,2026-01-31,2026-02-02,2026-02-02,2540,2540,Closed
PO-001637,SUP-006,2026-01-31,2026-02-07,2026-02-07,358,358,Closed
PO-001927,SUP-007,2026-01-31,2026-02-14,2026-02-14,1356,1356,Closed
PO-004209,SUP-035,2026-01-31,2026-02-08,2026-02-07,129,129,Closed
PO-003812,SUP-023,2026-01-31,2026-02-03,2026-02-03,353,353,Closed
PO-001379,SUP-005,2026-01-31,2026-02-06,2026-02-06,137,137,Closed
PO-004241,SUP-036,2026-02-01,2026-02-03,2026-02-03,733,733,Closed
PO-002447,SUP-010,2026-02-01,2026-02-05,2026-02-05,297,223,Closed
PO-002347,SUP-009,2026-02-01,2026-02-10,2026-02-10,74,74,Closed
PO-003485,SUP-020,2026-02-01,2026-02-03,2026-02-03,295,295,Closed
PO-001938,SUP-007,2026-02-01,2026-02-12,2026-02-12,137,137,Closed
PO-001130,SUP-004,2026-02-01,2026-02-09,2026-02-08,2554,2554,Closed
PO-001394,SUP-005,2026-02-01,2026-02-06,2026-02-06,196,196,Closed
PO-002985,SUP-015,2026-02-01,2026-02-03,2026-02-03,310,310,Closed
PO-001647,SUP-006,2026-02-01,2026-02-11,2026-02-11,117,117,Closed
PO-003715,SUP-022,2026-02-01,2026-02-09,2026-02-09,470,470,Closed
PO-000345,SUP-001,2026-02-02,2026-02-05,2026-02-05,287,287,Closed
PO-000334,SUP-001,2026-02-02,2026-02-07,2026-02-07,592,592,Closed
PO-003091,SUP-016,2026-02-02,2026-02-10,2026-02-10,410,410,Closed
PO-003300,SUP-018,2026-02-02,2026-02-05,2026-02-05,58,58,Closed
PO-002983,SUP-015,2026-02-02,2026-02-07,2026-02-07,347,300,Closed
PO-002771,SUP-013,2026-02-02,2026-02-11,2026-02-11,313,313,Closed
PO-001932,SUP-007,2026-02-02,2026-02-13,2026-02-13,133,133,Closed
PO-002679,SUP-012,2026-02-02,2026-02-11,2026-02-10,1019,1019,Closed
PO-001651,SUP-006,2026-02-02,2026-02-11,2026-02-11,777,777,Closed
PO-001127,SUP-004,2026-02-03,2026-02-12,2026-02-12,89,89,Closed
PO-002984,SUP-015,2026-02-03,2026-02-08,2026-02-09,429,429,Closed
PO-000639,SUP-002,2026-02-03,2026-02-09,2026-02-09,127,127,Closed
PO-000882,SUP-003,2026-02-03,2026-02-12,2026-02-12,197,197,Closed
PO-000339,SUP-001,2026-02-03,2026-02-08,2026-02-09,218,218,Closed
PO-002981,SUP-015,2026-02-03,2026-02-08,2026-02-08,397,397,Closed
PO-000325,SUP-001,2026-02-03,2026-02-05,2026-02-06,284,284,Closed
PO-002215,SUP-008,2026-02-04,2026-02-06,2026-02-06,199,199,Closed
PO-001128,SUP-004,2026-02-04,2026-02-13,2026-02-12,414,414,Closed
PO-003301,SUP-018,2026-02-04,2026-02-09,2026-02-09,286,286,Closed
PO-001124,SUP-004,2026-02-04,2026-02-13,2026-02-13,220,220,Closed
PO-002571,SUP-011,2026-02-04,2026-02-07,2026-02-13,155,155,Closed
PO-000637,SUP-002,2026-02-05,2026-02-11,2026-02-11,222,202,Closed
PO-001131,SUP-004,2026-02-05,2026-02-14,2026-02-13,364,364,Closed
PO-003090,SUP-016,2026-02-05,2026-02-13,2026-02-13,348,348,Closed
PO-001654,SUP-006,2026-02-06,2026-02-14,2026-02-14,208,208,Closed
PO-003486,SUP-020,2026-02-07,2026-02-12,2026-02-13,646,646,Closed
PO-003487,SUP-020,2026-02-07,2026-02-09,2026-02-09,388,388,Closed
PO-004294,SUP-037,2026-02-07,2026-02-10,2026-02-12,133,133,Closed
PO-004180,SUP-034,2026-02-07,2026-02-12,2026-02-11,310,310,Closed
PO-002769,SUP-013,2026-02-07,2026-02-16,2026-02-15,155,155,Closed
PO-000344,SUP-001,2026-02-07,2026-02-12,2026-02-12,456,456,Closed
PO-002979,SUP-015,2026-02-07,2026-02-10,2026-02-10,342,342,Closed
PO-003817,SUP-023,2026-02-07,2026-02-11,2026-02-11,660,660,Closed
PO-003206,SUP-017,2026-02-07,2026-02-14,2026-02-14,215,215,Closed
PO-001646,SUP-006,2026-02-08,2026-02-15,2026-02-15,224,224,Closed
PO-002868,SUP-014,2026-02-08,2026-02-18,2026-02-18,175,175,Closed
PO-002682,SUP-012,2026-02-08,2026-02-17,2026-02-16,128,128,Closed
PO-000638,SUP-002,2026-02-08,2026-02-12,2026-02-11,364,364,Closed
PO-001399,SUP-005,2026-02-08,2026-02-12,2026-02-12,61,61,Closed
PO-001119,SUP-004,2026-02-08,2026-02-14,2026-02-14,232,232,Closed
PO-001650,SUP-006,2026-02-08,2026-02-15,2026-02-14,202,202,Closed
PO-003816,SUP-023,2026-02-08,2026-02-12,2026-02-12,203,203,Closed
PO-000636,SUP-002,2026-02-08,2026-02-12,2026-02-12,179,126,Closed
PO-004210,SUP-035,2026-02-09,2026-02-16,2026-02-17,594,594,Closed
PO-000889,SUP-003,2026-02-09,2026-02-17,2026-02-17,235,235,Closed
PO-001397,SUP-005,2026-02-09,2026-02-12,2026-02-12,235,235,Closed
PO-000340,SUP-001,2026-02-09,2026-02-14,2026-02-16,278,278,Closed
PO-002870,SUP-014,2026-02-09,2026-02-17,2026-02-16,146,146,Closed
PO-001122,SUP-004,2026-02-09,2026-02-16,2026-02-16,446,446,Closed
PO-002576,SUP-011,2026-02-10,2026-02-14,2026-02-14,166,166,Closed
PO-002574,SUP-011,2026-02-10,2026-02-15,2026-02-15,543,543,Closed
PO-002346,SUP-009,2026-02-10,2026-02-17,2026-02-17,411,411,Closed
PO-002770,SUP-013,2026-02-10,2026-02-16,2026-02-16,808,808,Closed
PO-000333,SUP-001,2026-02-10,2026-02-13,2026-02-13,217,217,Closed
PO-003093,SUP-016,2026-02-11,2026-02-18,2026-02-18,63,63,Closed
PO-000338,SUP-001,2026-02-11,2026-02-16,2026-02-15,215,215,Closed
PO-004332,SUP-038,2026-02-11,2026-02-25,2026-02-28,379,379,Closed
PO-001931,SUP-007,2026-02-11,2026-02-23,2026-02-23,391,285,Closed
PO-002216,SUP-008,2026-02-11,2026-02-14,2026-02-14,107,107,Closed
PO-000341,SUP-001,2026-02-11,2026-02-16,2026-02-18,304,304,Closed
PO-001132,SUP-004,2026-02-11,2026-02-17,2026-02-17,98,98,Closed
PO-001934,SUP-007,2026-02-12,2026-02-26,2026-02-26,1690,1690,Closed
PO-000326,SUP-001,2026-02-12,2026-02-17,2026-02-17,98,98,Closed
PO-000328,SUP-001,2026-02-12,2026-02-14,2026-02-16,432,432,Closed
PO-000343,SUP-001,2026-02-12,2026-02-17,2026-02-19,433,433,Closed
PO-000346,SUP-001,2026-02-12,2026-02-15,2026-02-15,179,179,Closed
PO-003207,SUP-017,2026-02-13,2026-02-23,2026-02-23,389,389,Closed
PO-000331,SUP-001,2026-02-13,2026-02-17,2026-02-17,118,118,Closed
PO-000890,SUP-003,2026-02-13,2026-02-21,2026-02-21,160,160,Closed
PO-002573,SUP-011,2026-02-14,2026-02-19,2026-02-19,336,336,Closed
PO-000884,SUP-003,2026-02-14,2026-02-21,2026-02-21,166,166,Closed
PO-001395,SUP-005,2026-02-14,2026-02-19,2026-02-19,209,209,Closed
PO-003203,SUP-017,2026-02-15,2026-02-22,2026-02-22,215,154,Closed
PO-001653,SUP-006,2026-02-15,2026-02-22,2026-02-22,265,265,Closed
PO-000337,SUP-001,2026-02-15,2026-02-18,2026-02-21,268,268,Closed
PO-004086,SUP-031,2026-02-15,2026-02-27,2026-02-27,473,473,Closed
PO-002978,SUP-015,2026-02-16,2026-02-18,2026-02-18,150,150,Closed
PO-001118,SUP-004,2026-02-16,2026-02-25,2026-02-25,892,892,Closed
PO-000332,SUP-001,2026-02-16,2026-02-20,2026-02-21,115,115,Closed
PO-002212,SUP-008,2026-02-16,2026-02-20,2026-02-21,122,86,Closed
PO-003405,SUP-019,2026-02-17,2026-03-01,2026-03-01,176,176,Closed
PO-003596,SUP-021,2026-02-17,2026-02-25,2026-02-25,373,373,Closed
PO-002345,SUP-009,2026-02-17,2026-02-26,2026-02-26,234,234,Closed
PO-003089,SUP-016,2026-02-17,2026-02-24,2026-02-24,195,195,Closed
PO-001126,SUP-004,2026-02-17,2026-02-23,2026-02-22,305,305,Closed
PO-002681,SUP-012,2026-02-18,2026-02-28,2026-03-01,295,295,Closed
PO-001396,SUP-005,2026-02-18,2026-02-21,2026-02-21,132,132,Closed
PO-004018,SUP-029,2026-02-18,2026-02-25,2026-02-25,875,875,Closed
PO-003598,SUP-021,2026-02-18,2026-02-28,2026-02-28,133,133,Closed
PO-001117,SUP-004,2026-02-19,2026-02-28,2026-02-28,349,349,Closed
PO-000330,SUP-001,2026-02-19,2026-02-24,2026-02-25,419,419,Closed
PO-002575,SUP-011,2026-02-19,2026-02-22,2026-02-22,269,269,Closed
PO-002344,SUP-009,2026-02-19,2026-02-28,2026-02-28,510,510,Closed
PO-002445,SUP-010,2026-02-19,2026-02-22,2026-02-22,233,233,Closed
PO-000336,SUP-001,2026-02-19,2026-02-22,2026-02-22,632,632,Closed
PO-002768,SUP-013,2026-02-19,2026-02-25,2026-02-25,361,361,Closed
PO-000883,SUP-003,2026-02-19,2026-02-26,2026-02-25,175,175,Closed
PO-003403,SUP-019,2026-02-19,2026-03-02,2026-03-02,268,268,Closed
PO-001936,SUP-007,2026-02-19,2026-03-04,2026-03-03,329,329,Closed
PO-002866,SUP-014,2026-02-19,2026-02-26,2026-02-28,756,756,Closed
PO-003908,SUP-025,2026-02-20,2026-03-02,2026-03-02,508,508,Closed
PO-000886,SUP-003,2026-02-20,2026-03-01,2026-03-01,399,308,Closed
PO-001937,SUP-007,2026-02-20,2026-03-06,2026-03-06,260,260,Closed
PO-002982,SUP-015,2026-02-20,2026-02-25,2026-02-25,303,303,Closed
PO-004295,SUP-037,2026-02-20,2026-02-26,2026-02-26,271,271,Closed
PO-004017,SUP-029,2026-02-20,2026-03-01,2026-03-01,508,508,Closed
PO-000641,SUP-002,2026-02-20,2026-02-24,2026-02-24,357,357,Closed
PO-000327,SUP-001,2026-02-20,2026-02-23,2026-02-23,152,152,Closed
PO-000888,SUP-003,2026-02-20,2026-03-02,2026-03-02,175,175,Closed
PO-002213,SUP-008,2026-02-20,2026-02-24,2026-02-24,405,405,Closed
PO-001120,SUP-004,2026-02-21,2026-02-27,2026-02-27,280,280,Closed
PO-003931,SUP-026,2026-02-21,2026-02-24,2026-02-24,325,325,Closed
PO-002980,SUP-015,2026-02-21,2026-02-26,2026-02-26,440,440,Closed
PO-004373,SUP-039,2026-02-21,2026-02-24,2026-02-25,515,515,Closed
PO-000342,SUP-001,2026-02-22,2026-02-27,2026-02-27,225,225,Closed
PO-002214,SUP-008,2026-02-22,2026-02-25,2026-02-25,136,136,Closed
PO-001123,SUP-004,2026-02-22,2026-02-28,2026-03-02,391,391,Closed
PO-002446,SUP-010,2026-02-22,2026-02-27,2026-02-26,499,499,Closed
PO-003299,SUP-018,2026-02-22,2026-02-28,2026-02-28,247,247,Closed
PO-004333,SUP-038,2026-02-22,2026-03-05,2026-03-05,488,488,Closed
PO-002444,SUP-010,2026-02-23,2026-02-28,2026-02-28,299,299,Closed
PO-002209,SUP-008,2026-02-23,2026-02-25,2026-02-25,155,155,Closed
PO-004296,SUP-037,2026-02-23,2026-02-26,2026-02-26,211,211,Closed
PO-001652,SUP-006,2026-02-23,2026-03-04,2026-03-05,104,104,Closed
PO-001121,SUP-004,2026-02-23,2026-03-04,2026-03-04,297,297,Closed
PO-000640,SUP-002,2026-02-23,2026-02-27,2026-02-27,411,411,Closed
PO-003092,SUP-016,2026-02-23,2026-03-01,2026-03-01,357,357,Closed
PO-003404,SUP-019,2026-02-23,2026-03-07,2026-03-06,92,92,Closed
PO-002680,SUP-012,2026-02-24,2026-03-05,2026-03-06,168,168,Closed
PO-003716,SUP-022,2026-02-24,2026-03-02,2026-03-02,195,195,Closed
PO-000324,SUP-001,2026-02-24,2026-02-26,2026-03-01,170,170,Closed
PO-002211,SUP-008,2026-02-24,2026-02-27,2026-02-27,125,108,Closed
PO-001649,SUP-006,2026-02-24,2026-03-04,2026-03-04,412,412,Closed
PO-002767,SUP-013,2026-02-24,2026-03-05,2026-03-05,530,530,Closed
PO-001125,SUP-004,2026-02-24,2026-03-03,2026-03-03,111,111,Closed
PO-004179,SUP-034,2026-02-24,2026-03-01,2026-03-01,290,290,Closed
PO-000635,SUP-002,2026-02-25,2026-03-01,2026-03-01,334,334,Closed
PO-002448,SUP-010,2026-02-25,2026-02-28,2026-02-28,376,376,Closed
PO-001655,SUP-006,2026-02-25,2026-03-04,2026-03-04,197,197,Closed
PO-000329,SUP-001,2026-02-25,2026-02-27,2026-02-27,505,505,Closed
PO-004181,SUP-034,2026-02-25,2026-02-28,2026-02-28,312,312,Closed
PO-004085,SUP-031,2026-02-25,2026-03-09,2026-03-09,1059,1059,Closed
PO-000885,SUP-003,2026-02-26,2026-03-08,2026-03-08,989,989,Closed
PO-002869,SUP-014,2026-02-26,2026-03-05,2026-03-05,1176,1176,Closed
PO-002867,SUP-014,2026-02-26,2026-03-07,2026-03-07,84,84,Closed
PO-003717,SUP-022,2026-02-26,2026-03-04,2026-03-04,610,610,Closed
PO-002977,SUP-015,2026-02-26,2026-03-02,2026-03-02,324,324,Closed
PO-003597,SUP-021,2026-02-26,2026-03-07,2026-03-07,550,550,Closed
PO-001398,SUP-005,2026-02-26,2026-03-01,2026-02-28,211,211,Closed
PO-002572,SUP-011,2026-02-26,2026-03-01,2026-03-01,159,159,Closed
PO-003714,SUP-022,2026-02-26,2026-03-06,2026-03-06,277,277,Closed
PO-000335,SUP-001,2026-02-27,2026-03-02,2026-03-02,752,631,Closed
PO-002443,SUP-010,2026-02-27,2026-03-03,2026-03-03,306,306,Closed
PO-001129,SUP-004,2026-02-27,2026-03-05,2026-03-05,637,637,Closed
PO-001935,SUP-007,2026-02-27,2026-03-10,2026-03-10,460,460,Closed
PO-004372,SUP-039,2026-02-27,2026-03-01,2026-03-05,502,502,Closed
PO-001933,SUP-007,2026-02-27,2026-03-12,2026-03-15,309,309,Closed
PO-000887,SUP-003,2026-02-27,2026-03-09,2026-03-09,140,140,Closed
PO-001393,SUP-005,2026-02-28,2026-03-05,2026-03-05,753,753,Closed
PO-002210,SUP-008,2026-02-28,2026-03-05,2026-03-05,624,624,Closed
PO-004403,SUP-040,2026-02-28,2026-03-06,2026-03-10,547,547,Closed
PO-003205,SUP-017,2026-02-28,2026-03-07,2026-03-08,427,427,Closed
PO-003204,SUP-017,2026-02-28,2026-03-10,2026-03-10,425,425,Closed
PO-002348,SUP-009,2026-02-28,2026-03-07,2026-03-06,144,144,Closed
PO-001648,SUP-006,2026-02-28,2026-03-10,2026-03-09,436,436,Closed
PO-004297,SUP-037,2026-02-28,2026-03-06,2026-03-06,402,402,Closed
PO-004087,SUP-031,2026-03-01,2026-03-14,2026-03-14,266,266,Closed
PO-001661,SUP-006,2026-03-01,2026-03-08,2026-03-08,676,676,Closed
PO-003304,SUP-018,2026-03-01,2026-03-06,2026-03-06,108,108,Closed
PO-003600,SUP-021,2026-03-01,2026-03-10,2026-03-10,97,84,Closed
PO-000891,SUP-003,2026-03-01,2026-03-08,2026-03-08,471,471,Closed
PO-000896,SUP-003,2026-03-01,2026-03-11,2026-03-11,596,596,Closed
PO-003870,SUP-024,2026-03-01,2026-03-04,2026-03-04,96,96,Closed
PO-002218,SUP-008,2026-03-01,2026-03-04,2026-03-04,610,610,Closed
PO-000897,SUP-003,2026-03-01,2026-03-09,2026-03-09,242,242,Closed
PO-001406,SUP-005,2026-03-01,2026-03-04,2026-03-04,160,127,Closed
PO-000898,SUP-003,2026-03-02,2026-03-09,2026-03-09,269,269,Closed
PO-003406,SUP-019,2026-03-02,2026-03-16,2026-03-16,359,359,Closed
PO-002772,SUP-013,2026-03-02,2026-03-08,2026-03-08,312,312,Closed
PO-003212,SUP-017,2026-03-02,2026-03-11,2026-03-11,373,373,Closed
PO-003821,SUP-023,2026-03-02,2026-03-07,2026-03-07,273,273,Closed
PO-001409,SUP-005,2026-03-02,2026-03-06,2026-03-06,179,179,Closed
PO-002687,SUP-012,2026-03-03,2026-03-12,2026-03-12,137,137,Closed
PO-002774,SUP-013,2026-03-03,2026-03-12,2026-03-12,296,296,Closed
PO-001404,SUP-005,2026-03-03,2026-03-07,2026-03-06,285,285,Closed
PO-003303,SUP-018,2026-03-03,2026-03-06,2026-03-05,229,192,Closed
PO-000642,SUP-002,2026-03-03,2026-03-09,2026-03-09,871,871,Closed
PO-001134,SUP-004,2026-03-03,2026-03-12,2026-03-12,673,481,Closed
PO-001672,SUP-006,2026-03-03,2026-03-10,2026-03-10,367,367,Closed
PO-003605,SUP-021,2026-03-03,2026-03-13,2026-03-13,131,131,Closed
PO-003412,SUP-019,2026-03-04,2026-03-17,2026-03-17,146,146,Closed
PO-000348,SUP-001,2026-03-04,2026-03-06,2026-03-07,377,377,Closed
PO-003822,SUP-023,2026-03-04,2026-03-08,2026-03-08,175,175,Closed
PO-003306,SUP-018,2026-03-04,2026-03-08,2026-03-08,552,552,Closed
PO-000905,SUP-003,2026-03-04,2026-03-14,2026-03-14,311,311,Closed
PO-003719,SUP-022,2026-03-04,2026-03-12,2026-03-12,159,159,Closed
PO-001407,SUP-005,2026-03-05,2026-03-09,2026-03-09,510,510,Closed
PO-003966,SUP-027,2026-03-05,2026-03-12,2026-03-12,188,188,Closed
PO-000357,SUP-001,2026-03-05,2026-03-10,2026-03-10,412,391,Closed
PO-003209,SUP-017,2026-03-05,2026-03-13,2026-03-13,325,325,Closed
PO-002986,SUP-015,2026-03-05,2026-03-08,2026-03-08,94,94,Closed
PO-000352,SUP-001,2026-03-05,2026-03-09,2026-03-09,75,75,Closed
PO-002583,SUP-011,2026-03-05,2026-03-10,2026-03-10,446,446,Closed
PO-002871,SUP-014,2026-03-05,2026-03-15,2026-03-15,163,163,Closed
PO-000899,SUP-003,2026-03-05,2026-03-15,2026-03-15,223,223,Closed
PO-001665,SUP-006,2026-03-06,2026-03-16,2026-03-16,724,724,Closed
PO-000894,SUP-003,2026-03-06,2026-03-15,2026-03-15,850,850,Closed
PO-003208,SUP-017,2026-03-06,2026-03-16,2026-03-17,153,153,Closed
PO-003491,SUP-020,2026-03-06,2026-03-09,2026-03-08,155,123,Closed
PO-004298,SUP-037,2026-03-07,2026-03-10,2026-03-11,172,124,Closed
PO-003408,SUP-019,2026-03-07,2026-03-20,2026-03-20,114,114,Closed
PO-000907,SUP-003,2026-03-07,2026-03-15,2026-03-15,276,276,Closed
PO-002988,SUP-015,2026-03-07,2026-03-10,2026-03-10,1280,1280,Closed
PO-001141,SUP-004,2026-03-07,2026-03-14,2026-03-14,85,85,Closed
PO-002219,SUP-008,2026-03-07,2026-03-10,2026-03-10,299,299,Closed
PO-001403,SUP-005,2026-03-08,2026-03-14,2026-03-14,72,72,Closed
PO-003603,SUP-021,2026-03-08,2026-03-18,2026-03-17,1037,1037,Closed
PO-003096,SUP-016,2026-03-08,2026-03-16,2026-03-16,620,620,Closed
PO-001400,SUP-005,2026-03-08,2026-03-14,2026-03-14,203,203,Closed
PO-001946,SUP-007,2026-03-08,2026-03-19,2026-03-19,244,244,Closed
PO-002350,SUP-009,2026-03-08,2026-03-17,2026-03-17,166,166,Closed
PO-003819,SUP-023,2026-03-08,2026-03-13,2026-03-13,148,148,Closed
PO-003818,SUP-023,2026-03-09,2026-03-15,2026-03-15,319,319,Closed
PO-003488,SUP-020,2026-03-09,2026-03-14,2026-03-14,201,201,Closed
PO-001657,SUP-006,2026-03-09,2026-03-18,2026-03-18,193,193,Closed
PO-001401,SUP-005,2026-03-09,2026-03-12,2026-03-13,373,373,Closed
PO-003094,SUP-016,2026-03-09,2026-03-18,2026-03-17,589,589,Closed
PO-001663,SUP-006,2026-03-09,2026-03-19,2026-03-19,470,470,Closed
PO-002451,SUP-010,2026-03-10,2026-03-13,2026-03-16,427,427,Closed
PO-000903,SUP-003,2026-03-10,2026-03-19,2026-03-19,306,306,Closed
PO-002217,SUP-008,2026-03-10,2026-03-13,2026-03-13,73,73,Closed
PO-000893,SUP-003,2026-03-10,2026-03-18,2026-03-18,364,364,Closed
PO-001945,SUP-007,2026-03-10,2026-03-23,2026-03-22,49,49,Closed
PO-001137,SUP-004,2026-03-10,2026-03-18,2026-03-18,61,61,Closed
PO-003967,SUP-027,2026-03-10,2026-03-17,2026-03-17,172,172,Closed
PO-000902,SUP-003,2026-03-11,2026-03-19,2026-03-19,176,176,Closed
PO-002875,SUP-014,2026-03-11,2026-03-19,2026-03-21,114,114,Closed
PO-000906,SUP-003,2026-03-11,2026-03-18,2026-03-18,229,229,Closed
PO-000892,SUP-003,2026-03-12,2026-03-21,2026-03-21,404,404,Closed
PO-000644,SUP-002,2026-03-12,2026-03-15,2026-03-15,283,283,Closed
PO-003305,SUP-018,2026-03-12,2026-03-16,2026-03-16,627,627,Closed
PO-002989,SUP-015,2026-03-12,2026-03-17,2026-03-17,441,441,Closed
PO-001664,SUP-006,2026-03-12,2026-03-20,2026-03-20,271,271,Closed
PO-000645,SUP-002,2026-03-13,2026-03-19,2026-03-19,271,271,Closed
PO-001405,SUP-005,2026-03-13,2026-03-19,2026-03-19,311,311,Closed
PO-003602,SUP-021,2026-03-13,2026-03-20,2026-03-21,197,197,Closed
PO-002225,SUP-008,2026-03-13,2026-03-15,2026-03-15,218,218,Closed
PO-003604,SUP-021,2026-03-13,2026-03-20,2026-03-20,177,177,Closed
PO-003210,SUP-017,2026-03-14,2026-03-23,2026-03-23,346,346,Closed
PO-002874,SUP-014,2026-03-14,2026-03-22,2026-03-22,361,361,Closed
PO-000648,SUP-002,2026-03-14,2026-03-20,2026-03-20,390,390,Closed
PO-002685,SUP-012,2026-03-14,2026-03-22,2026-03-22,396,396,Closed
PO-001667,SUP-006,2026-03-15,2026-03-24,2026-03-24,281,281,Closed
PO-002223,SUP-008,2026-03-15,2026-03-19,2026-03-19,257,257,Closed
PO-000354,SUP-001,2026-03-15,2026-03-19,2026-03-20,128,128,Closed
PO-004019,SUP-029,2026-03-15,2026-03-23,2026-03-23,275,257,Closed
PO-002582,SUP-011,2026-03-15,2026-03-17,2026-03-17,133,133,Closed
PO-002351,SUP-009,2026-03-15,2026-03-24,2026-03-24,258,258,Closed
PO-000647,SUP-002,2026-03-15,2026-03-19,2026-03-19,87,87,Closed
PO-002450,SUP-010,2026-03-15,2026-03-19,2026-03-19,119,87,Closed
PO-003932,SUP-026,2026-03-15,2026-03-18,2026-03-17,265,200,Closed
PO-001942,SUP-007,2026-03-15,2026-03-26,2026-03-26,116,100,Closed
PO-001136,SUP-004,2026-03-16,2026-03-22,2026-03-24,402,402,Closed
PO-001135,SUP-004,2026-03-16,2026-03-23,2026-03-23,159,159,Closed
PO-001142,SUP-004,2026-03-16,2026-03-22,2026-03-23,554,554,Closed
PO-004404,SUP-040,2026-03-16,2026-03-25,2026-03-26,218,218,Closed
PO-003718,SUP-022,2026-03-16,2026-03-23,2026-03-23,264,264,Closed
PO-004300,SUP-037,2026-03-16,2026-03-19,2026-03-20,241,241,Closed
PO-002990,SUP-015,2026-03-16,2026-03-20,2026-03-20,152,152,Closed
PO-002224,SUP-008,2026-03-16,2026-03-19,2026-03-19,205,205,Closed
PO-001944,SUP-007,2026-03-17,2026-03-31,2026-03-31,260,260,Closed
PO-000355,SUP-001,2026-03-17,2026-03-22,2026-03-21,156,156,Closed
PO-002222,SUP-008,2026-03-17,2026-03-21,2026-03-21,159,159,Closed
PO-002873,SUP-014,2026-03-17,2026-03-27,2026-03-27,157,157,Closed
PO-004211,SUP-035,2026-03-17,2026-03-24,2026-03-24,195,195,Closed
PO-004336,SUP-038,2026-03-17,2026-03-31,2026-04-02,806,806,Closed
PO-000358,SUP-001,2026-03-17,2026-03-22,2026-03-23,366,366,Closed
PO-001666,SUP-006,2026-03-18,2026-03-25,2026-03-25,269,269,Closed
PO-002872,SUP-014,2026-03-18,2026-03-27,2026-03-27,403,403,Closed
PO-004335,SUP-038,2026-03-18,2026-03-31,2026-03-31,735,735,Closed
PO-000904,SUP-003,2026-03-19,2026-03-26,2026-03-26,349,349,Closed
PO-002684,SUP-012,2026-03-19,2026-03-27,2026-03-27,178,127,Closed
PO-000351,SUP-001,2026-03-19,2026-03-24,2026-03-24,497,497,Closed
PO-002226,SUP-008,2026-03-19,2026-03-23,2026-03-23,960,960,Closed
PO-001133,SUP-004,2026-03-20,2026-03-26,2026-03-26,787,787,Closed
PO-004242,SUP-036,2026-03-20,2026-03-25,2026-03-25,128,128,Closed
PO-000643,SUP-002,2026-03-20,2026-03-24,2026-03-23,58,58,Closed
PO-001402,SUP-005,2026-03-20,2026-03-25,2026-03-25,102,102,Closed
PO-001943,SUP-007,2026-03-20,2026-04-01,2026-04-01,370,370,Closed
PO-000350,SUP-001,2026-03-21,2026-03-24,2026-03-27,301,301,Closed
PO-003407,SUP-019,2026-03-21,2026-04-03,2026-04-03,346,346,Closed
PO-001941,SUP-007,2026-03-21,2026-04-01,2026-04-01,571,571,Closed
PO-000895,SUP-003,2026-03-21,2026-03-31,2026-03-30,40,40,Closed
PO-001659,SUP-006,2026-03-21,2026-03-30,2026-03-31,179,179,Closed
PO-003820,SUP-023,2026-03-21,2026-03-25,2026-03-24,92,92,Closed
PO-001138,SUP-004,2026-03-21,2026-03-27,2026-03-27,96,96,Closed
PO-003410,SUP-019,2026-03-21,2026-04-04,2026-04-04,419,348,Closed
PO-003490,SUP-020,2026-03-22,2026-03-26,2026-03-26,149,149,Closed
PO-003095,SUP-016,2026-03-22,2026-03-31,2026-03-31,509,509,Closed
PO-003489,SUP-020,2026-03-22,2026-03-25,2026-03-25,268,268,Closed
PO-000356,SUP-001,2026-03-22,2026-03-24,2026-03-25,371,371,Closed
PO-002449,SUP-010,2026-03-22,2026-03-26,2026-03-26,158,158,Closed
PO-004299,SUP-037,2026-03-22,2026-03-28,2026-03-28,159,159,Closed
PO-001658,SUP-006,2026-03-22,2026-03-31,2026-03-31,105,105,Closed
PO-000908,SUP-003,2026-03-23,2026-03-31,2026-03-31,283,283,Closed
PO-004143,SUP-033,2026-03-23,2026-03-30,2026-03-30,141,141,Closed
PO-001660,SUP-006,2026-03-23,2026-04-02,2026-04-02,1342,1342,Closed
PO-001668,SUP-006,2026-03-23,2026-04-02,2026-04-02,279,279,Closed
PO-001670,SUP-006,2026-03-23,2026-04-01,2026-04-01,529,529,Closed
PO-003823,SUP-023,2026-03-23,2026-03-27,2026-03-27,328,232,Closed
PO-002773,SUP-013,2026-03-23,2026-03-29,2026-03-29,625,625,Closed
PO-001140,SUP-004,2026-03-23,2026-03-30,2026-03-30,396,396,Closed
