merchant_id,month,txn_count,txn_value_gbp,declined_count,fee_revenue_gbp
M-0092,2026-03,380,83018.95,17,937.17
M-0092,2026-04,303,74434.9,8,826.39
M-0092,2026-05,317,72386.77,21,828.78
M-0092,2026-06,394,84680.1,35,953.16
M-0093,2025-01,86,7584.43,2,83.62
M-0093,2025-02,155,14080.2,5,160.45
M-0093,2025-03,233,19070.16,7,225.57
M-0093,2025-04,303,24910.92,4,300.29
M-0093,2025-05,362,30945.15,6,355.13
M-0093,2025-06,385,32663.94,5,366.79
M-0093,2025-07,406,35576.77,6,434.5
M-0093,2025-08,424,35862.73,5,437.55
M-0093,2025-09,462,38793.07,8,457.79
M-0093,2025-10,411,36240.34,7,444.79
M-0093,2025-11,441,37708.18,15,459.33
M-0093,2025-12,493,39383.54,6,500.35
M-0093,2026-01,461,38906.21,11,507.1
M-0093,2026-02,421,35750.34,5,412.64
M-0093,2026-03,446,37002.32,4,428.33
M-0093,2026-04,449,39886.88,11,436.23
M-0093,2026-05,499,41243.69,6,488.92
M-0093,2026-06,461,39823.09,3,470.66
M-0094,2024-02,129,10163.36,1,125.02
M-0094,2024-03,171,14625.42,6,176.16
M-0094,2024-04,236,22168.18,6,261.72
M-0094,2024-05,359,30605.88,13,355.45
M-0094,2024-06,439,35801.06,8,447.28
M-0094,2024-07,459,41366.28,17,495.91
M-0094,2024-08,466,41371.3,9,499.78
M-0094,2024-09,500,42226.23,19,532.96
M-0094,2024-10,489,42116.97,13,479.55
M-0094,2024-11,472,40566.44,6,503.35
M-0094,2024-12,490,41048.62,13,471.93
M-0094,2025-01,535,44153.93,12,523.26
M-0094,2025-02,445,40185.32,5,461.61
M-0094,2025-03,500,40784.95,14,485.91
M-0094,2025-04,569,44581.18,7,568.87
M-0094,2025-05,495,41406.32,14,501.68
M-0094,2025-06,472,40144.64,23,472.18
M-0094,2025-07,366,32221.02,16,402.98
M-0094,2025-08,376,30122.65,20,361.73
M-0094,2025-09,284,23715.06,14,282.24
M-0095,2024-02,25,5718.21,1,62.48
M-0095,2024-03,51,13540.44,3,157.35
M-0095,2024-04,65,17583.24,1,191.03
M-0095,2024-05,95,22357.82,3,242.96
M-0095,2024-06,138,33494.49,3,358.92
M-0095,2024-07,185,45538.68,3,508.36
M-0095,2024-08,187,43591.08,6,469.47
M-0095,2024-09,134,33929.29,4,370.83
M-0095,2024-10,142,34574.48,2,367.5
M-0095,2024-11,144,36335.23,4,388.5
M-0095,2024-12,141,32499.5,1,337.54
M-0095,2025-01,101,26016.8,4,266.36
M-0095,2025-02,103,25176.3,6,276.31
M-0095,2025-03,135,35468.31,5,393.33
M-0095,2025-04,157,37727.22,6,411.62
M-0095,2025-05,156,37960.01,5,414.8
M-0095,2025-06,190,46224.92,4,490.43
M-0095,2025-07,209,52688.72,7,570.82
M-0095,2025-08,185,47589.05,5,544.18
M-0095,2025-09,158,36227.04,4,385.93
M-0095,2025-10,168,38655.08,3,419.76
M-0095,2025-11,148,34141.02,6,391.3
M-0095,2025-12,151,36777.76,7,401.37
M-0095,2026-01,117,27996.11,2,321.67
M-0095,2026-02,121,27733.94,4,306.08
M-0095,2026-03,156,37781.92,3,387.05
M-0095,2026-04,160,41330.09,8,444.42
M-0095,2026-05,169,40630.22,6,455.67
M-0095,2026-06,209,54898.08,6,608.64
M-0096,2025-05,47,4444.42,0,55.19
M-0096,2025-06,82,7138.36,2,86.46
M-0096,2025-07,129,10407.19,3,126.33
M-0096,2025-08,161,13466.52,4,166.11
M-0096,2025-09,222,17536.95,2,215.67
M-0096,2025-10,240,19448.68,3,230.3
M-0096,2025-11,220,19766.31,2,244.24
M-0096,2025-12,253,21096.9,8,248.71
M-0096,2026-01,251,21461.52,3,257.19
M-0096,2026-02,242,19429.93,6,233.94
M-0096,2026-03,246,19802.61,5,235.47
M-0096,2026-04,274,22791.41,7,278.44
M-0096,2026-05,262,21824.78,2,259.92
M-0096,2026-06,241,21970.01,6,271.22
M-0097,2025-11,422,12733.63,18,180.33
M-0097,2025-12,851,24078.75,21,327.16
M-0097,2026-01,692,20165.96,19,267.31
M-0097,2026-02,1132,29677.55,37,412.43
M-0097,2026-03,1076,31668.28,32,448.19
M-0097,2026-04,1579,46793.01,38,636.61
M-0097,2026-05,1388,42738.51,26,560.55
M-0097,2026-06,1339,37776.73,31,560.72
M-0098,2024-01,350,9727.85,9,132.9
M-0098,2024-02,434,11507.97,8,157.15
M-0098,2024-03,411,11737.21,11,167.98
M-0098,2024-04,418,11371.46,5,150.69
M-0098,2024-05,476,13405.28,15,184.87
M-0098,2024-06,435,11928.07,13,162.31
M-0098,2024-07,417,10914.87,16,153.63
M-0098,2024-08,497,12846.39,7,181.59
M-0098,2024-09,409,10911.92,6,152.5
M-0098,2024-10,449,12557.66,13,175.09
M-0098,2024-11,565,15358.05,15,213.34
M-0098,2024-12,588,16910.7,14,231.22
M-0098,2025-01,411,11025.21,17,150.65
M-0098,2025-02,445,11709.99,10,168.06
M-0098,2025-03,498,13615.85,11,186.99
M-0098,2025-04,415,12339.9,4,170.23
M-0098,2025-05,441,12465.7,9,174.73
M-0098,2025-06,476,13111.54,16,193.23
M-0098,2025-07,473,13986.71,21,201.17
M-0098,2025-08,476,11762.75,11,158.39
M-0098,2025-09,491,13103.4,12,184.81
M-0098,2025-10,532,13088.85,15,187.42
M-0098,2025-11,613,16905.56,17,229.52
M-0098,2025-12,736,20252.83,22,302.17
M-0098,2026-01,389,11278.59,13,158.64
M-0098,2026-02,422,11789.68,13,171.59
M-0098,2026-03,518,13549.21,8,186.24
M-0098,2026-04,418,12209.64,14,162.49
M-0098,2026-05,435,12271.81,15,169.41
M-0098,2026-06,372,11311.44,21,161.6
M-0099,2025-01,83,7526.55,2,90.59
M-0099,2025-02,156,12576.88,3,154.81
M-0099,2025-03,192,17337.23,2,211.45
M-0099,2025-04,256,21467.96,4,254.54
M-0099,2025-05,331,27630.63,5,330.32
M-0099,2025-06,379,30993.24,7,378.43
M-0099,2025-07,394,33926.88,6,407.67
M-0099,2025-08,413,34765.31,10,429.31
M-0099,2025-09,419,36167.95,2,422.09
M-0099,2025-10,438,33037.28,12,392.85
M-0099,2025-11,460,36785.42,5,436.22
M-0099,2025-12,417,32855.83,6,366.96
M-0099,2026-01,464,33943.76,8,412.99
M-0099,2026-02,430,34588.77,9,401.5
M-0099,2026-03,494,38070.17,10,483.33
M-0099,2026-04,403,33891.24,12,374.7
M-0099,2026-05,431,37274.45,5,434.56
M-0099,2026-06,448,37323.89,8,450.18
M-0100,2025-12,395,16439.23,21,325.14
M-0100,2026-01,314,14294.73,13,258.63
M-0100,2026-02,500,22860.99,24,430.96
M-0100,2026-03,808,32617.06,41,627.49
M-0100,2026-04,726,32599.37,26,629.91
M-0100,2026-05,1107,45907.63,46,850.46
M-0100,2026-06,1122,46033.49,52,894.23
M-0101,2024-05,597,11463.91,18,174.49
M-0101,2024-06,1003,17296.01,16,261.12
M-0101,2024-07,1534,28771.2,31,449.33
M-0101,2024-08,2173,38257.7,22,612.56
M-0101,2024-09,2031,39246.83,34,625.01
M-0101,2024-10,2592,47537.25,60,759.53
M-0101,2024-11,2174,43147.45,51,663.91
M-0101,2024-12,2961,56839.63,85,912.21
M-0101,2025-01,2271,40056.86,34,657.26
M-0101,2025-02,2439,45646.19,53,711.98
M-0101,2025-03,2542,50472.3,59,824.05
M-0101,2025-04,2528,46129.3,60,748.34
M-0101,2025-05,2658,44742.9,61,728.13
M-0101,2025-06,2605,51317.21,63,829.15
M-0101,2025-07,3477,60285.16,73,972.79
M-0101,2025-08,2979,57997.27,67,928.72
M-0101,2025-09,2783,52410.87,64,876.88
M-0101,2025-10,2800,52083.83,67,865.86
M-0101,2025-11,2455,50707.88,67,818.84
M-0101,2025-12,3611,67513.68,45,1071.59
M-0101,2026-01,2404,43063.04,44,671.9
M-0101,2026-02,2784,51767.47,56,824.09
M-0101,2026-03,2384,49402.62,63,830.7
M-0101,2026-04,3067,54237.06,64,867.57
M-0101,2026-05,2794,52406.21,66,806.26
M-0101,2026-06,2785,51109.4,62,802.22
M-0102,2024-01,729,13517.28,18,225.53
M-0102,2024-02,1112,21149.07,27,347.81
M-0102,2024-03,1062,20644.05,24,337.35
M-0102,2024-04,1060,20346.97,36,325.97
M-0102,2024-05,1036,19538.09,24,324.8
M-0102,2024-06,1097,20304.1,28,325.91
M-0102,2024-07,1295,22938.12,26,365.48
M-0102,2024-08,1027,21198.74,22,340.42
M-0102,2024-09,1169,21741.79,38,369.41
M-0102,2024-10,1021,21169.28,21,316.13
M-0102,2024-11,1271,22434.21,28,353.94
M-0102,2024-12,1456,27354.39,29,456.95
M-0102,2025-01,926,17570.86,28,273.05
M-0102,2025-02,1126,22815.36,19,341.29
M-0102,2025-03,1185,22652.39,26,362.13
M-0102,2025-04,1081,20908.02,23,354.97
M-0102,2025-05,1088,21280.94,23,327.94
M-0102,2025-06,1157,21682.76,33,339.09
M-0102,2025-07,1471,26758.93,26,428.83
M-0102,2025-08,1404,27388.1,21,456.57
M-0102,2025-09,1213,22467.21,15,361.57
M-0102,2025-10,1319,23693.82,29,363.44
M-0102,2025-11,1082,23237.65,20,372.0
M-0102,2025-12,1789,34594.73,33,560.39
M-0102,2026-01,986,18596.94,17,303.86
M-0102,2026-02,1362,23745.17,28,372.58
M-0102,2026-03,1445,25806.13,47,392.99
M-0102,2026-04,1258,22847.75,15,356.62
M-0102,2026-05,1270,23113.26,30,365.85
M-0102,2026-06,1262,25088.26,25,387.87
M-0103,2026-04,135,2576.28,3,42.61
M-0103,2026-05,216,4336.11,8,71.21
M-0103,2026-06,256,4980.12,9,75.56
M-0104,2024-12,184,5140.07,5,71.53
M-0104,2025-01,150,3988.41,5,56.07
M-0104,2025-02,246,7336.56,8,99.85
M-0104,2025-03,321,9869.75,6,141.52
M-0104,2025-04,355,10294.06,9,139.0
M-0104,2025-05,431,12171.81,9,171.92
M-0104,2025-06,473,12972.14,13,182.57
M-0104,2025-07,462,13162.39,14,181.44
M-0104,2025-08,502,13919.45,11,201.76
M-0104,2025-09,449,12772.23,9,167.07
M-0104,2025-10,416,11724.85,19,160.92
M-0104,2025-11,584,16343.39,15,223.32
M-0104,2025-12,729,19762.38,15,274.71
M-0104,2026-01,395,11183.36,6,165.77
M-0104,2026-02,409,12743.16,16,185.65
M-0104,2026-03,593,15041.56,19,211.17
M-0104,2026-04,499,13480.22,11,185.55
M-0104,2026-05,529,14521.47,14,198.86
M-0104,2026-06,507,14334.25,16,199.97
M-0105,2024-08,119,5022.86,6,98.45
M-0105,2024-09,223,9675.77,7,191.12
M-0105,2024-10,315,13012.92,12,242.17
M-0105,2024-11,477,21027.77,19,424.31
M-0105,2024-12,678,28786.27,28,528.45
M-0105,2025-01,451,18699.82,23,342.65
M-0105,2025-02,562,23373.91,30,457.33
M-0105,2025-03,610,25106.96,25,467.04
M-0105,2025-04,553,24863.44,16,467.06
M-0105,2025-05,647,25740.49,24,489.2
M-0105,2025-06,525,24278.94,21,465.35
M-0105,2025-07,621,25788.3,26,465.4
M-0105,2025-08,708,27237.87,30,492.12
M-0105,2025-09,626,28225.66,35,545.63
M-0105,2025-10,627,26243.82,27,511.41
M-0105,2025-11,759,30764.14,39,582.61
M-0105,2025-12,763,33530.96,38,645.53
M-0105,2026-01,543,23492.33,16,447.43
M-0105,2026-02,673,28974.28,31,590.1
M-0105,2026-03,692,28538.64,30,578.63
M-0105,2026-04,653,26935.72,26,500.94
M-0105,2026-05,664,25708.25,31,494.16
M-0105,2026-06,669,28633.87,29,563.57
M-0106,2024-09,191,5176.05,2,70.69
M-0106,2024-10,291,7644.15,4,107.9
M-0106,2024-11,463,12080.93,11,174.64
M-0106,2024-12,697,19268.37,23,280.99
M-0106,2025-01,535,14989.78,14,202.42
M-0106,2025-02,762,20932.79,19,291.4
M-0106,2025-03,654,19380.05,17,282.85
M-0106,2025-04,688,19389.23,16,266.03
M-0106,2025-05,739,21819.7,19,305.0
M-0106,2025-06,671,19061.66,21,256.55
M-0106,2025-07,692,20259.21,14,274.3
M-0106,2025-08,927,24224.77,22,347.86
M-0106,2025-09,834,22426.58,19,313.91
M-0106,2025-10,839,22949.57,23,316.43
M-0106,2025-11,1021,28282.57,27,388.02
M-0106,2025-12,1067,32692.54,36,477.9
M-0106,2026-01,744,19526.83,24,268.42
M-0106,2026-02,825,24165.84,21,319.08
M-0106,2026-03,764,21430.3,18,289.15
M-0106,2026-04,774,21930.95,18,292.95
M-0106,2026-05,805,23552.73,19,336.17
M-0106,2026-06,784,22059.31,18,300.12
M-0107,2025-11,866,16336.69,20,261.96
M-0107,2025-12,1953,37180.55,68,613.68
M-0107,2026-01,1479,30064.23,40,482.19
M-0107,2026-02,2204,40917.56,48,670.04
M-0107,2026-03,3104,59009.07,70,933.81
M-0107,2026-04,3954,74517.68,103,1190.33
M-0107,2026-05,3781,71661.5,90,1144.75
M-0107,2026-06,3455,67335.95,83,1055.89
M-0108,2026-02,293,5457.18,5,85.71
M-0108,2026-03,451,8658.18,14,140.0
M-0108,2026-04,679,12035.02,16,192.15
M-0108,2026-05,809,13818.16,19,211.32
M-0108,2026-06,915,17921.11,16,292.01
M-0109,2024-01,391,9960.0,7,137.83
M-0109,2024-02,484,13016.04,14,185.55
M-0109,2024-03,496,14526.82,11,215.44
M-0109,2024-04,457,12807.37,11,181.06
M-0109,2024-05,452,13161.1,14,188.39
M-0109,2024-06,478,13025.1,7,196.06
M-0109,2024-07,473,13811.7,21,194.09
M-0109,2024-08,547,14670.5,15,200.6
M-0109,2024-09,555,15450.34,12,212.7
M-0109,2024-10,494,14314.02,7,190.6
M-0109,2024-11,689,18324.42,24,257.91
M-0109,2024-12,813,22529.11,26,325.32
M-0109,2025-01,446,12779.82,12,174.76
M-0109,2025-02,508,14689.38,12,216.31
M-0109,2025-03,580,15655.09,14,223.76
M-0109,2025-04,533,15131.54,14,222.76
M-0109,2025-05,596,16209.48,13,231.66
M-0109,2025-06,521,15226.43,9,220.97
M-0109,2025-07,537,15695.88,18,224.02
M-0109,2025-08,555,16363.06,11,220.64
M-0109,2025-09,533,15295.68,14,207.11
M-0109,2025-10,620,16478.58,14,225.58
M-0109,2025-11,630,18479.35,24,267.08
M-0109,2025-12,800,24667.28,20,347.92
M-0109,2026-01,433,11789.44,6,156.73
M-0109,2026-02,568,17437.8,18,248.63
M-0109,2026-03,621,16781.3,8,245.16
M-0109,2026-04,563,15751.47,14,218.12
M-0109,2026-05,673,17604.78,21,241.22
M-0109,2026-06,587,16573.18,10,237.78
M-0110,2026-01,175,3190.71,3,52.28
M-0110,2026-02,319,6344.07,6,97.49
M-0110,2026-03,442,8755.1,9,137.14
M-0110,2026-04,593,11267.49,19,182.69
M-0110,2026-05,725,14999.22,14,258.69
M-0110,2026-06,791,16064.43,13,253.99
M-0111,2025-08,62,4992.47,2,59.49
M-0111,2025-09,93,7925.84,2,96.73
M-0111,2025-10,121,10884.61,1,135.9
M-0111,2025-11,149,14011.09,2,177.04
M-0111,2025-12,228,18162.43,6,214.01
M-0111,2026-01,217,19654.56,2,236.75
M-0111,2026-02,246,21166.93,5,252.7
M-0111,2026-03,202,17663.16,3,222.65
M-0111,2026-04,210,19281.98,2,220.78
M-0111,2026-05,257,20676.39,5,264.55
M-0111,2026-06,266,23114.94,3,279.34
M-0112,2025-09,185,3307.04,6,53.21
M-0112,2025-10,249,5111.31,3,80.54
M-0112,2025-11,406,7627.76,8,118.88
M-0112,2025-12,730,13067.52,20,215.53
M-0112,2026-01,471,9854.77,9,157.81
M-0112,2026-02,679,12905.23,19,202.02
M-0112,2026-03,815,15656.43,16,239.34
M-0112,2026-04,740,13564.93,14,221.1
M-0112,2026-05,704,15233.34,19,244.3
M-0112,2026-06,793,14926.27,10,233.23
M-0113,2024-08,68,5538.63,1,66.82
M-0113,2024-09,97,8153.88,1,101.41
M-0113,2024-10,156,12625.24,3,142.1
M-0113,2024-11,178,14716.94,0,168.61
M-0113,2024-12,193,17043.23,2,209.03
M-0113,2025-01,245,21182.44,6,263.54
M-0113,2025-02,257,21488.97,3,263.17
M-0113,2025-03,259,22543.36,5,279.52
M-0113,2025-04,233,20360.15,3,239.35
M-0113,2025-05,315,24279.22,7,300.16
M-0113,2025-06,242,21996.7,6,268.26
M-0113,2025-07,271,22243.68,6,256.71
M-0113,2025-08,268,23396.26,8,265.75
M-0113,2025-09,263,22517.23,3,286.42
M-0113,2025-10,300,24886.82,4,304.72
M-0113,2025-11,286,25105.13,3,294.0
M-0113,2025-12,240,21193.45,5,250.86
M-0113,2026-01,357,28555.77,9,347.65
M-0113,2026-02,276,23814.52,5,286.73
M-0113,2026-03,291,24849.29,9,306.33
M-0113,2026-04,297,23000.86,3,265.59
M-0113,2026-05,284,24805.23,11,286.51
M-0113,2026-06,225,20200.09,7,243.33
M-0114,2025-07,415,12065.63,8,170.64
M-0114,2025-08,727,20474.84,23,286.94
M-0114,2025-09,1074,27551.32,26,383.73
M-0114,2025-10,1158,34927.1,29,474.56
M-0114,2025-11,1900,54000.08,37,770.32
M-0114,2025-12,2969,77313.19,93,1077.63
M-0114,2026-01,1688,43284.97,36,590.21
M-0114,2026-02,1717,47792.05,52,671.81
M-0114,2026-03,1949,50776.28,48,730.0
M-0114,2026-04,1919,52816.89,54,731.31
M-0114,2026-05,1751,48767.36,41,674.51
M-0114,2026-06,1843,54056.27,40,732.07
M-0115,2026-02,1515,42960.5,42,588.11
M-0115,2026-03,2679,70814.52,85,1014.68
M-0115,2026-04,3704,102553.47,83,1476.43
M-0115,2026-05,4406,120607.04,102,1676.54
M-0115,2026-06,5204,147594.67,159,2031.32
M-0116,2024-01,125,29222.87,5,321.9
M-0116,2024-02,119,28948.52,1,320.84
M-0116,2024-03,202,48149.02,12,529.06
M-0116,2024-04,170,43831.29,10,490.38
M-0116,2024-05,179,44346.51,1,478.36
M-0116,2024-06,271,63980.35,8,688.06
M-0116,2024-07,288,64437.3,8,693.57
M-0116,2024-08,250,58214.12,11,657.0
M-0116,2024-09,187,44681.0,3,489.81
M-0116,2024-10,204,45544.81,6,509.3
M-0116,2024-11,185,43854.93,5,500.69
M-0116,2024-12,186,42444.72,7,472.69
M-0116,2025-01,148,33345.5,4,375.71
M-0116,2025-02,149,36693.97,8,397.19
M-0116,2025-03,207,46891.88,9,524.79
M-0116,2025-04,193,44702.92,4,489.03
M-0116,2025-05,206,46595.11,11,480.26
M-0116,2025-06,235,60691.62,9,657.58
M-0116,2025-07,285,66293.92,13,670.78
M-0116,2025-08,261,65803.62,5,756.07
M-0116,2025-09,196,47428.48,10,521.46
M-0116,2025-10,184,40970.86,8,457.07
M-0116,2025-11,205,49756.45,10,577.17
M-0116,2025-12,228,50822.37,7,558.61
M-0116,2026-01,146,35016.86,9,384.84
M-0116,2026-02,150,34832.48,4,388.06
M-0116,2026-03,219,51569.86,6,586.88
M-0116,2026-04,196,47404.83,8,521.0
M-0116,2026-05,210,54172.35,5,596.27
M-0116,2026-06,281,70423.47,16,802.13
M-0117,2024-12,998,29963.73,24,402.36
M-0117,2025-01,909,26938.74,18,379.46
M-0117,2025-02,1880,47875.4,53,675.86
M-0117,2025-03,2118,60066.92,56,860.15
M-0117,2025-04,2696,76927.91,56,1078.65
M-0117,2025-05,2925,80660.07,65,1122.52
M-0117,2025-06,3025,88895.45,68,1231.37
M-0117,2025-07,3400,92449.68,87,1284.76
M-0117,2025-08,3421,92066.62,86,1301.99
M-0117,2025-09,3304,91599.23,70,1290.93
M-0117,2025-10,3470,100517.54,96,1410.8
M-0117,2025-11,4154,117038.73,97,1623.5
M-0117,2025-12,5802,136736.46,161,1982.73
M-0117,2026-01,2936,80408.1,69,1089.64
M-0117,2026-02,3401,89056.24,81,1253.08
M-0117,2026-03,3526,94198.31,72,1302.99
M-0117,2026-04,3497,95444.36,91,1402.19
M-0117,2026-05,3142,92874.33,81,1386.75
M-0117,2026-06,3123,95327.28,76,1358.02
M-0118,2024-10,225,5959.19,8,83.74
M-0118,2024-11,484,13505.35,11,188.56
M-0118,2024-12,725,18869.73,15,278.2
M-0118,2025-01,484,15023.73,11,204.17
M-0118,2025-02,786,22360.86,19,303.13
M-0118,2025-03,940,24967.89,27,351.75
M-0118,2025-04,845,25474.1,21,359.84
M-0118,2025-05,977,25534.14,23,352.84
M-0118,2025-06,1036,28306.42,14,397.32
M-0118,2025-07,945,24799.88,25,320.43
M-0118,2025-08,834,24349.49,42,339.8
M-0118,2025-09,735,21476.06,15,307.8
M-0118,2025-10,584,16719.06,33,234.28
M-0118,2025-11,608,16488.73,53,221.62
M-0119,2025-12,53,12502.43,3,132.12
M-0119,2026-01,60,15275.12,3,173.44
M-0119,2026-02,89,22177.46,3,242.48
M-0119,2026-03,138,33387.84,1,364.93
M-0119,2026-04,212,49221.48,3,542.07
M-0119,2026-05,219,55494.34,11,613.82
M-0119,2026-06,266,65209.97,7,749.52
M-0120,2024-08,416,8257.87,10,131.45
M-0120,2024-09,653,11508.81,16,181.12
M-0120,2024-10,802,15978.49,25,246.22
M-0120,2024-11,1116,21609.08,35,334.7
M-0120,2024-12,1621,31519.71,24,498.48
M-0120,2025-01,1182,21577.96,16,341.75
M-0120,2025-02,1601,30306.52,31,484.97
M-0120,2025-03,1456,28602.7,26,462.57
M-0120,2025-04,1550,28754.11,25,457.66
M-0120,2025-05,1682,30578.59,36,491.29
M-0120,2025-06,1579,29958.73,35,481.93
M-0120,2025-07,1788,36128.66,26,589.19
M-0120,2025-08,1607,32402.04,46,497.57
M-0120,2025-09,1513,29571.81,18,458.85
M-0120,2025-10,1643,30570.1,33,495.66
M-0120,2025-11,1682,32018.53,51,521.8
M-0120,2025-12,2384,41035.98,61,663.21
M-0120,2026-01,1287,24632.07,29,400.01
M-0120,2026-02,1632,30853.44,38,484.39
M-0120,2026-03,1445,25968.75,39,399.94
M-0120,2026-04,1708,33176.37,39,533.3
M-0120,2026-05,1785,34446.82,46,549.63
M-0120,2026-06,1647,32002.84,34,510.6
M-0121,2024-01,1043,29843.97,33,430.2
M-0121,2024-02,1131,31028.48,34,435.06
M-0121,2024-03,1153,32235.49,29,445.46
M-0121,2024-04,1080,31273.73,27,440.36
M-0121,2024-05,1054,32243.27,32,439.38
M-0121,2024-06,1195,32911.81,22,461.36
M-0121,2024-07,1021,30700.84,24,419.38
M-0121,2024-08,1237,31565.75,23,438.74
M-0121,2024-09,1137,31792.71,31,454.33
M-0121,2024-10,1149,34218.53,27,473.33
M-0121,2024-11,1313,39424.78,38,526.35
M-0121,2024-12,1928,53295.05,46,741.01
M-0121,2025-01,1069,31221.55,27,447.69
M-0121,2025-02,1366,36451.87,32,536.41
M-0121,2025-03,1237,34257.32,38,473.27
M-0121,2025-04,1419,36214.71,33,514.03
M-0121,2025-05,1223,35044.84,30,494.93
M-0121,2025-06,1310,37004.48,31,525.88
M-0121,2025-07,1346,38157.45,31,572.13
M-0121,2025-08,1221,35985.95,33,490.88
M-0121,2025-09,1418,37763.66,33,545.24
M-0121,2025-10,1274,34890.35,29,469.72
M-0121,2025-11,1447,42908.39,35,601.19
M-0121,2025-12,2093,52680.94,70,763.98
M-0121,2026-01,1201,32160.06,27,446.41
M-0121,2026-02,1352,37773.85,29,519.8
M-0121,2026-03,1483,41303.19,38,575.45
M-0121,2026-04,1226,35523.45,33,505.32
M-0121,2026-05,1233,34984.88,54,485.37
M-0121,2026-06,1074,31357.08,39,442.21
M-0122,2024-01,51,12466.25,3,131.22
M-0122,2024-02,81,19876.59,4,224.25
M-0122,2024-03,143,33599.41,7,362.5
M-0122,2024-04,176,40646.03,3,440.17
M-0122,2024-05,237,53277.6,7,569.39
M-0122,2024-06,268,64571.7,14,729.46
M-0122,2024-07,336,79703.88,9,871.6
M-0122,2024-08,259,64771.85,8,717.9
M-0122,2024-09,212,52503.76,6,594.45
M-0122,2024-10,217,54585.37,8,617.65
M-0122,2024-11,202,49600.36,8,565.95
M-0122,2024-12,205,50214.87,5,558.29
M-0122,2025-01,146,36588.0,6,412.74
M-0122,2025-02,168,42067.9,9,464.67
M-0122,2025-03,230,57389.07,12,639.63
M-0122,2025-04,220,53903.2,6,621.28
M-0122,2025-05,223,55635.97,9,633.28
M-0122,2025-06,307,74406.87,7,783.88
M-0122,2025-07,327,85561.69,17,907.34
M-0122,2025-08,333,77093.19,17,842.75
M-0122,2025-09,232,55754.12,6,599.25
M-0122,2025-10,238,58672.09,5,631.12
M-0122,2025-11,251,57926.9,8,603.77
M-0122,2025-12,256,59799.07,12,675.52
M-0122,2026-01,153,37791.03,5,422.88
M-0122,2026-02,212,46062.11,4,496.0
M-0122,2026-03,251,53390.52,10,613.26
M-0122,2026-04,210,48385.64,9,518.38
M-0122,2026-05,243,56255.63,14,611.43
M-0122,2026-06,275,67425.06,20,741.28
M-0123,2024-01,445,8454.56,24,138.69
M-0123,2024-02,997,18735.06,25,291.11
M-0123,2024-03,1041,19564.02,29,311.62
M-0123,2024-04,1423,27068.23,31,459.57
M-0123,2024-05,1393,27123.94,27,449.86
M-0123,2024-06,1833,33512.93,46,551.8
M-0123,2024-07,1989,36473.29,44,566.31
M-0123,2024-08,1850,37068.87,47,582.25
M-0123,2024-09,1579,31600.2,39,494.62
M-0123,2024-10,1829,33437.0,31,553.83
M-0123,2024-11,1806,33084.2,42,551.58
M-0123,2024-12,2150,40413.64,55,645.27
M-0123,2025-01,1458,27737.68,31,468.54
M-0123,2025-02,1555,31218.02,26,510.78
M-0123,2025-03,1770,35280.9,50,561.69
M-0123,2025-04,1732,33708.62,44,525.48
M-0123,2025-05,1859,35796.56,48,599.94
M-0123,2025-06,1453,30612.47,29,515.85
M-0123,2025-07,2482,45557.52,54,711.25
M-0123,2025-08,1913,36458.91,44,562.92
M-0123,2025-09,1981,36601.08,54,587.32
M-0123,2025-10,1753,35087.46,53,543.4
M-0123,2025-11,1779,35284.11,40,546.73
M-0123,2025-12,2688,48859.14,52,795.99
M-0123,2026-01,1374,28142.93,25,442.04
M-0123,2026-02,1893,35739.94,32,573.52
M-0123,2026-03,2019,37631.31,31,605.23
M-0123,2026-04,1593,31079.93,33,511.51
M-0123,2026-05,2166,37589.23,57,612.37
M-0123,2026-06,2065,39821.86,44,631.95
M-0124,2024-12,759,21736.0,14,314.74
M-0124,2025-01,819,21344.04,21,296.19
M-0124,2025-02,1294,39070.95,40,567.33
M-0124,2025-03,1616,42341.53,39,578.76
M-0124,2025-04,1982,53484.12,36,742.99
M-0124,2025-05,2259,63162.37,47,873.28
M-0124,2025-06,2016,58355.04,57,802.42
M-0124,2025-07,2168,63395.94,68,899.54
M-0124,2025-08,2297,63105.12,57,861.85
M-0124,2025-09,2409,64748.97,46,853.85
M-0124,2025-10,2546,67676.43,64,967.02
M-0124,2025-11,3274,88795.13,70,1257.4
M-0124,2025-12,3293,98811.93,97,1362.47
M-0124,2026-01,2109,59154.46,47,816.81
M-0124,2026-02,2484,78272.45,60,1148.28
M-0124,2026-03,2637,72649.75,58,1061.59
M-0124,2026-04,2617,66987.17,80,937.04
M-0124,2026-05,2879,75764.86,64,1063.01
M-0124,2026-06,2629,69457.57,67,938.29
M-0125,2025-06,687,19467.17,21,269.35
M-0125,2025-07,1158,29940.75,21,422.76
M-0125,2025-08,1623,44864.9,41,640.4
M-0125,2025-09,1935,55034.71,47,746.76
M-0125,2025-10,1961,60689.84,54,815.55
M-0125,2025-11,3488,105522.55,90,1472.35
M-0125,2025-12,4323,121143.44,87,1694.25
M-0125,2026-01,2273,66055.46,64,923.82
M-0125,2026-02,3128,79413.58,75,1079.65
M-0125,2026-03,3048,89598.85,69,1255.43
M-0125,2026-04,2685,75928.82,62,1062.11
M-0125,2026-05,2740,83323.62,63,1131.2
M-0125,2026-06,3197,88614.38,87,1162.33
